millisInsercao,grau,siglaTribunal,valorCausa,nivelSigilo,numero,codigoOrgaoJulgador,procEl,classeProcessual,tamanhoProcesso,dscSistema,competencia,codigoLocalidade,totalAssuntos,dataAjuizamento,movimentoNacional,movimentoLocal,assuntoNacional,assuntoLocal,tempo_proc_dias,data_ultimo_mov,total_movs_loc,total_movs_nac,total_movs,1_mov_nac_freq,2_mov_nac_freq,desc_mov1,desc_mov2,tempoMedioEntreMovimentos,cluster_processo,pontuacao_processo
1527867326354,3,TST,0.0,0,00023013619905555555,45240,0,987,0,0,5,5300108,0,637210800000,"[[246, '20170215153349'], [92, '20111011075200']]",[],"[[864, False]]",[],9837,20170215153349,0.0,2.0,2.0,246,92,Definitivo,Definitivo,4918.5,3,221.84977417942792
1527867219327,3,TST,0.0,0,00085561019905555555,45240,0,241,0,0,5,5300108,0,646887600000,"[[123, '20150429162216'], [246, '20150429174357']]",[],"[[864, False]]",[],9067,20150429174357,0.0,2.0,2.0,123,246,Remessa,Remessa,4533.5,3,206.00615278025094
1527867206431,3,TST,0.0,0,00052235019905555555,45240,0,241,0,0,5,5300108,0,648442800000,"[[123, '20150429162232'], [246, '20150429174318']]",[],"[[864, False]]",[],9049,20150429174318,0.0,2.0,2.0,123,246,Remessa,Remessa,4524.5,3,205.63578240988062
1570040345437,3,TST,0.0,0,00158737219905155555,45227,0,1008,0,0,5,3509502,0,654490800000,"[[132, '20180417171949'], [123, '20180515090250'], [123, '20180515092207'], [123, '20180419154042']]",[],"[[864, False]]",[],10091,20180515092207,0.0,4.0,4.0,123,132,Remessa,Remessa,2522.75,3,192.4704874853264
1570040406724,3,TST,0.0,0,00207456319915150037,45241,0,204,52687,0,5,3515509,0,664164000000,"[[132, '20181106031341'], [123, '20170316164625'], [51, '20170317184032'], [92, '20180528070000'], [123, '20170222134701'], [123, '20180913141824'], [123, '20180913141824'], [51, '20170313115214'], [92, '20180528070000'], [272, '20120412134157'], [51, '20161010183028'], [92, '20170301070000'], [123, '20180518131533'], [123, '20190909210231']]",[],"[[864, False]]",[],10461,20190909210231,0.0,14.0,14.0,123,51,Remessa,Remessa,747.2142857142857,3,173.1901621864826
1571675238106,3,TST,0.0,0,00207456319915150037,45227,0,204,52687,0,5,3515509,0,664164000000,"[[92, '20180528070000'], [51, '20161010183028'], [51, '20170317184032'], [132, '20181106031341'], [123, '20180913141824'], [132, '20191001104310'], [51, '20170313115214'], [123, '20170222134701'], [123, '20190909210231'], [272, '20120412134157'], [123, '20180913141824'], [123, '20180518131533'], [123, '20170316164625'], [92, '20180528070000'], [92, '20170301070000']]",[],"[[864, False]]",[],10483,20191001104310,0.0,15.0,15.0,123,92,Remessa,Remessa,698.8666666666667,3,172.82874080036987
1570040395254,3,TST,0.0,0,00012183319955115555,45227,0,241,0,0,5,1302603,0,677473200000,"[[123, '20151015170956'], [246, '20190819184509'], [123, '20151015142109']]",[],"[[864, False]]",[],10286,20190819184509,0.0,3.0,3.0,123,246,Remessa,Remessa,3428.6666666666665,3,207.57222502533557
1574276417628,3,TST,0.0,0,00518365219925055555,45227,0,1009,0,0,5,2927408,0,707540400000,"[[132, '20191004134511'], [123, '20191004155921'], [123, '20191022134523'], [132, '20191004134510'], [123, '20191022134441']]",[],"[[864, False]]",[],10002,20191022134523,0.0,5.0,5.0,123,132,Remessa,Remessa,2000.4,3,184.0843420806625
1570040415393,3,TST,0.0,0,00672590219935025555,45241,0,1008,20943,0,5,3550308,0,726717600000,"[[123, '20141020101247'], [132, '20141023131707'], [123, '20141112190337'], [132, '20131209175020'], [123, '20140121141453'], [123, '20131213141442'], [123, '20140311184747'], [51, '20140506132206'], [92, '20141024070000'], [265, '20170324163904'], [272, '20141112190411']]",[],"[[864, False]]",[],8838,20170324163904,0.0,11.0,11.0,123,132,Remessa,Remessa,803.4545454545455,3,151.69825902791277
1570040363984,3,TST,0.0,0,01155639519945025555,45227,0,241,0,0,5,3550308,0,772167600000,"[[246, '20180823171449']]",[],"[[864, False]]",[],8829,20180823171449,0.0,1.0,1.0,246,0,Definitivo,0,8829.0,3,261.6645889942427
1570040399434,3,TST,0.0,0,01349913619945035555,45227,0,241,0,0,5,3106200,0,781498800000,"[[246, '20181128164718']]",[],"[[864, False]]",[],8818,20181128164718,0.0,1.0,1.0,246,0,Definitivo,0,8818.0,3,261.3628057294965
1570040353772,3,TST,0.0,0,01548102919945045555,45227,0,241,0,0,5,4314902,0,786160800000,"[[246, '20180823171214']]",[],"[[864, False]]",[],8667,20180823171214,0.0,1.0,1.0,246,0,Definitivo,0,8667.0,3,257.2201445497983
1570040395269,3,TST,0.0,0,01977408719955095555,45227,0,241,0,0,5,4106902,0,805086000000,"[[132, '20190325080645'], [132, '20190325080644'], [123, '20190326092041'], [123, '20190326093343']]",[],"[[864, False]]",[],8663,20190326093343,0.0,4.0,4.0,132,123,Recebimento,Recebimento,2165.75,3,167.98489077750747
1582017234461,3,TST,0.0,0,00019778319955155555,45227,0,241,0,0,5,3509502,0,808369200000,"[[246, '20200116124000']]",[],"[[864, False]]",[],8921,20200116124000,0.0,1.0,1.0,246,0,Definitivo,0,8921.0,3,264.18859448121117
1527867426211,3,TST,0.0,0,00023550219955025555,45240,0,241,0,0,5,3550308,0,811047600000,"[[246, '20150511134331'], [246, '19960109070000'], [123, '20150511133712']]",[],"[[864, False]]",[],7179,20150511134331,0.0,3.0,3.0,246,123,Definitivo,Definitivo,2393.0,3,150.74552177887924
1527867055167,3,TST,0.0,0,00158737219905155555,45240,0,1008,0,0,5,3509502,0,812602800000,"[[123, '20180419154042'], [132, '20180417171949']]",[],"[[864, False]]",[],8235,20180419154042,0.0,2.0,2.0,123,132,Remessa,Remessa,4117.5,3,188.88681121646496
1527867055809,3,TST,0.0,0,02395866119965055555,45240,0,241,0,0,5,2927408,0,820548000000,"[[246, '20160608153238']]",[],"[[864, False]]",[],7463,20160608153238,0.0,1.0,1.0,246,0,Definitivo,0,7463.0,3,224.18859448121117
1527867505075,3,TST,0.0,0,02395846419965065555,45240,0,1689,0,0,5,2611606,0,820548000000,"[[246, '20160606100555']]",[],"[[864, False]]",[],7461,20160606100555,0.0,1.0,1.0,246,0,Definitivo,0,7461.0,3,224.13372479671185
1527867534828,3,TST,0.0,0,02395855419965135555,45240,0,241,0,0,5,2507507,0,820548000000,"[[246, '20160602091225']]",[],"[[864, False]]",[],7457,20160602091225,0.0,1.0,1.0,246,0,Definitivo,0,7457.0,3,224.02398542771323
1527867238485,3,TST,0.0,0,02396030819965555555,45240,0,987,0,0,5,5300108,0,821671200000,"[[246, '20170331155835']]",[],"[[864, False]]",[],7746,20170331155835,0.0,1.0,1.0,246,0,Definitivo,0,7746.0,3,231.95265483786412
1527867100914,3,TST,0.0,0,02396125319965165555,45240,0,241,0,0,5,2111300,0,821757600000,"[[246, '20160902130114']]",[],"[[864, False]]",[],7535,20160902130114,0.0,1.0,1.0,246,0,Definitivo,0,7535.0,3,226.16390312318651
1527867101038,3,TST,0.0,0,02400995619965045555,45240,0,1009,0,0,5,4314902,0,821930400000,"[[246, '20160602100427']]",[],"[[864, False]]",[],7441,20160602100427,0.0,1.0,1.0,246,0,Definitivo,0,7441.0,3,223.58502795171873
1527867219632,3,TST,0.0,0,02403698019965045555,45240,0,1689,0,0,5,4314902,0,821930400000,"[[246, '20160601135359']]",[],"[[864, False]]",[],7440,20160601135359,0.0,1.0,1.0,246,0,Definitivo,0,7440.0,3,223.55759310946905
1527867505180,3,TST,0.0,0,02403810719965185555,45240,0,241,0,0,5,5208707,0,822276000000,"[[246, '20160613132148']]",[],"[[864, False]]",[],7448,20160613132148,0.0,1.0,1.0,246,0,Definitivo,0,7448.0,3,223.77707184746635
1527867552425,3,TST,0.0,0,02403828919965185555,45240,0,47,0,0,5,5208707,0,822276000000,"[[246, '20160627115636']]",[],"[[864, False]]",[],7462,20160627115636,0.0,1.0,1.0,246,0,Definitivo,0,7462.0,3,224.16115963896152
1527867308376,3,TST,0.0,0,02403931119965045555,45240,0,1689,0,0,5,4314902,0,822448800000,"[[246, '20160617134000']]",[],"[[864, False]]",[],7450,20160617134000,0.0,1.0,1.0,246,0,Definitivo,0,7450.0,3,223.83194153196564
1527867190637,3,TST,0.0,0,02414793319965075555,45240,0,241,0,0,5,2304400,0,822535200000,"[[246, '20160610112145']]",[],"[[864, False]]",[],7442,20160610112145,0.0,1.0,1.0,246,0,Definitivo,0,7442.0,3,223.61246279396838
1527867190667,3,TST,0.0,0,02437237019965025555,45240,0,241,0,0,5,3550308,0,823572000000,"[[246, '20160608135639']]",[],"[[864, False]]",[],7428,20160608135639,0.0,1.0,1.0,246,0,Definitivo,0,7428.0,3,223.22837500247317
1527867534843,3,TST,0.0,0,02437302419965075555,45240,0,241,0,0,5,2304400,0,823658400000,"[[246, '20160615091813']]",[],"[[864, False]]",[],7434,20160615091813,0.0,1.0,1.0,246,0,Definitivo,0,7434.0,3,223.3929840559711
1527867158663,3,TST,0.0,0,02437379719965045555,45240,0,241,0,0,5,4314902,0,823831200000,"[[246, '20160602091505']]",[],"[[864, False]]",[],7419,20160602091505,0.0,1.0,1.0,246,0,Definitivo,0,7419.0,3,222.9814614222263
1527867505205,3,TST,0.0,0,02437413719965045555,45240,0,241,0,0,5,4314902,0,824094000000,"[[246, '20160608140239']]",[],"[[864, False]]",[],7422,20160608140239,0.0,1.0,1.0,246,0,Definitivo,0,7422.0,3,223.06376594897523
1527867505221,3,TST,0.0,0,02437612219965155555,45240,0,1005,0,0,5,3509502,0,824871600000,"[[246, '20160425164518']]",[],"[[864, False]]",[],7369,20160425164518,0.0,1.0,1.0,246,0,Definitivo,0,7369.0,3,221.6097193097434
1527867534867,3,TST,0.0,0,02437621319965045555,45240,0,241,0,0,5,4314902,0,824871600000,"[[246, '20160520111022']]",[],"[[864, False]]",[],7394,20160520111022,0.0,1.0,1.0,246,0,Definitivo,0,7394.0,3,222.29559036598485
1527867308421,3,TST,0.0,0,02485115419965555555,45240,0,241,0,0,5,5300108,0,824958000000,"[[246, '20160602092337']]",[],"[[864, False]]",[],7406,20160602092337,0.0,1.0,1.0,246,0,Definitivo,0,7406.0,3,222.62480847298073
1527867219652,3,TST,0.0,0,02485148219965025555,45240,0,1689,0,0,5,3550308,0,825044400000,"[[246, '20160608113622']]",[],"[[864, False]]",[],7411,20160608113622,0.0,1.0,1.0,246,0,Definitivo,0,7411.0,3,222.761982684229
1527867394889,3,TST,0.0,0,02485201619965555555,45240,0,1005,0,0,5,5300108,0,825303600000,"[[246, '20160601095514']]",[],"[[864, False]]",[],7401,20160601095514,0.0,1.0,1.0,246,0,Definitivo,0,7401.0,3,222.48763426173244
1527867534896,3,TST,0.0,0,02485214719965035555,45240,0,241,0,0,5,3106200,0,825303600000,"[[246, '20160503152751']]",[],"[[864, False]]",[],7372,20160503152751,0.0,1.0,1.0,246,0,Definitivo,0,7372.0,3,221.69202383649238
1527867055642,3,TST,0.0,0,02437732319965555555,45240,0,241,0,0,5,5300108,0,825476400000,"[[246, '20160615112558']]",[],"[[864, False]]",[],7413,20160615112558,0.0,1.0,1.0,246,0,Definitivo,0,7413.0,3,222.81685236872832
1527867520177,3,TST,0.0,0,02485414319965105555,45240,0,1689,0,0,5,5300108,0,825562800000,"[[246, '19980911150131'], [246, '20160609093031']]",[],"[[864, False]]",[],7406,20160609093031,0.0,2.0,2.0,246,0,Definitivo,0,3703.0,3,171.82919804774068
1527867474702,3,TST,0.0,0,02485385619965045555,45240,0,1233,0,0,5,4314902,0,825562800000,"[[246, '20160606104843']]",[],"[[864, False]]",[],7403,20160606104843,0.0,1.0,1.0,246,0,Definitivo,0,7403.0,3,222.54250394623173
1527867520139,3,TST,0.0,0,02485408519965095555,45240,0,47,0,0,5,4106902,0,825562800000,"[[246, '20160607111208']]",[],"[[864, False]]",[],7404,20160607111208,0.0,1.0,1.0,246,0,Definitivo,0,7404.0,3,222.5699387884814
1535857039652,3,TST,0.0,0,02485364819965095555,45240,0,1233,0,0,5,4106902,0,825649200000,"[[246, '20180823170921']]",[],"[[864, False]]",[],8210,20180823170921,0.0,1.0,1.0,246,0,Definitivo,0,8210.0,3,244.682421641705
1570040351980,3,TST,0.0,0,02485364819965095555,45227,0,1233,0,0,5,4106902,0,825649200000,"[[246, '20180823170921']]",[],"[[864, False]]",[],8210,20180823170921,0.0,1.0,1.0,246,0,Definitivo,0,8210.0,3,244.682421641705
1527867206674,3,TST,0.0,0,02485422819965105555,45240,0,1689,0,0,5,5300108,0,825908400000,"[[246, '20160404113043']]",[],"[[864, False]]",[],7336,20160404113043,0.0,1.0,1.0,246,0,Definitivo,0,7336.0,3,220.70436951550474
1527867505232,3,TST,0.0,0,02529094419965555555,45240,0,241,0,0,5,5300108,0,826081200000,"[[246, '20160607091607']]",[],"[[864, False]]",[],7398,20160607091607,0.0,1.0,1.0,246,0,Definitivo,0,7398.0,3,222.40532973498347
1527867080328,3,TST,0.0,0,02529068919965555555,45240,0,1689,0,0,5,5300108,0,826081200000,"[[246, '20170404135742']]",[],"[[864, False]]",[],7699,20170404135742,0.0,1.0,1.0,246,0,Definitivo,0,7699.0,3,230.66321725213027
1527867327934,3,TST,0.0,0,02529233019965195555,45240,0,241,0,0,5,2704302,0,826513200000,"[[246, '20160613132407']]",[],"[[864, False]]",[],7399,20160613132407,0.0,1.0,1.0,246,0,Definitivo,0,7399.0,3,222.43276457723312
1527867505083,3,TST,0.0,0,02529328719965555555,45240,0,47,0,0,5,5300108,0,826686000000,"[[246, '20160801112626']]",[],"[[864, False]]",[],7446,20160801112626,0.0,1.0,1.0,246,0,Definitivo,0,7446.0,3,223.722202162967
1527867120245,3,TST,0.0,0,02529337219965555555,45240,0,987,0,0,5,5300108,0,826686000000,"[[246, '20170404121723']]",[],"[[864, False]]",[],7692,20170404121723,0.0,1.0,1.0,246,0,Definitivo,0,7692.0,3,230.47117335638265
1527867120265,3,TST,0.0,0,02529278419965045555,45240,0,241,0,0,5,4314902,0,826686000000,"[[246, '20160610111627']]",[],"[[864, False]]",[],7394,20160610111627,0.0,1.0,1.0,246,0,Definitivo,0,7394.0,3,222.29559036598485
1527867254683,3,TST,0.0,0,02529397919965555555,45240,0,241,0,0,5,5300108,0,826772400000,"[[246, '20160615103003']]",[],"[[864, False]]",[],7398,20160615103003,0.0,1.0,1.0,246,0,Definitivo,0,7398.0,3,222.40532973498347
1527867505093,3,TST,0.0,0,02529414919965555555,45240,0,47,0,0,5,5300108,0,826858800000,"[[246, '20160607154905']]",[],"[[864, False]]",[],7389,20160607154905,0.0,1.0,1.0,246,0,Definitivo,0,7389.0,3,222.15841615473656
1527867344026,3,TST,0.0,0,02529406419965555555,45240,0,47,0,0,5,5300108,0,826858800000,"[[246, '20160519121650'], [246, '19980911173534']]",[],"[[864, False]]",[],7370,20160519121650,0.0,2.0,2.0,246,0,Definitivo,0,3685.0,3,171.08845730699994
1527867308390,3,TST,0.0,0,02529529119965155555,45240,0,1689,0,0,5,3509502,0,827118000000,"[[246, '20160613104843']]",[],"[[864, False]]",[],7392,20160613104843,0.0,1.0,1.0,246,0,Definitivo,0,7392.0,3,222.24072068148553
1527867177971,3,TST,0.0,0,02529648419965055555,45240,0,241,0,0,5,2927408,0,827204400000,"[[246, '20160616112900']]",[],"[[864, False]]",[],7394,20160616112900,0.0,1.0,1.0,246,0,Definitivo,0,7394.0,3,222.29559036598485
1527867219738,3,TST,0.0,0,02590922819965125555,45240,0,241,0,0,5,4205407,0,827290800000,"[[246, '20160520111624']]",[],"[[864, False]]",[],7366,20160520111624,0.0,1.0,1.0,246,0,Definitivo,0,7366.0,3,221.52741478299447
1527867327952,3,TST,0.0,0,02591096719965555555,45240,0,241,0,0,5,5300108,0,827463600000,"[[246, '20160615091255']]",[],"[[864, False]]",[],7390,20160615091255,0.0,1.0,1.0,246,0,Definitivo,0,7390.0,3,222.18585099698623
1527867080430,3,TST,0.0,0,02611424919965045555,45240,0,241,0,0,5,4314902,0,827809200000,"[[246, '20160427153857']]",[],"[[864, False]]",[],7337,20160427153857,0.0,1.0,1.0,246,0,Definitivo,0,7337.0,3,220.7318043577544
1527867272209,3,TST,0.0,0,02611472819965025555,45240,0,1005,0,0,5,3550308,0,827809200000,"[[246, '20160607123119']]",[],"[[864, False]]",[],7378,20160607123119,0.0,1.0,1.0,246,0,Definitivo,0,7378.0,3,221.85663288999035
1527867534911,3,TST,0.0,0,02611412619965095555,45240,0,241,0,0,5,4106902,0,827809200000,"[[246, '20160520111909']]",[],"[[864, False]]",[],7360,20160520111909,0.0,1.0,1.0,246,0,Definitivo,0,7360.0,3,221.3628057294965
1527867206693,3,TST,0.0,0,02611525519965095555,45240,0,47,0,0,5,4106902,0,827895600000,"[[246, '20160617134900']]",[],"[[864, False]]",[],7387,20160617134900,0.0,1.0,1.0,246,0,Definitivo,0,7387.0,3,222.10354647023723
1527867584440,3,TST,0.0,0,02611518919965555555,45240,0,241,0,0,5,5300108,0,827895600000,"[[246, '20160607085837']]",[],"[[864, False]]",[],7377,20160607085837,0.0,1.0,1.0,246,0,Definitivo,0,7377.0,3,221.82919804774068
1535857045116,3,TST,0.0,0,02611596619965555555,45240,0,1233,0,0,5,5300108,0,827982000000,"[[246, '20180823170220']]",[],"[[864, False]]",[],8183,20180823170220,0.0,1.0,1.0,246,0,Definitivo,0,8183.0,3,243.94168090096426
1527867055829,3,TST,0.0,0,02611726519965555555,45240,0,241,0,0,5,5300108,0,828327600000,"[[246, '20160608140941']]",[],"[[864, False]]",[],7373,20160608140941,0.0,1.0,1.0,246,0,Definitivo,0,7373.0,3,221.71945867874206
1527867219777,3,TST,0.0,0,02611683019965195555,45240,0,241,0,0,5,2704302,0,828327600000,"[[246, '20160608140544']]",[],"[[864, False]]",[],7373,20160608140544,0.0,1.0,1.0,246,0,Definitivo,0,7373.0,3,221.71945867874206
1527867292264,3,TST,0.0,0,02611704419965035555,45240,0,47,0,0,5,3106200,0,828327600000,"[[246, '20160623135643']]",[],"[[864, False]]",[],7388,20160623135643,0.0,1.0,1.0,246,0,Definitivo,0,7388.0,3,222.1309813124869
1527867080453,3,TST,0.0,0,02611718019965555555,45240,0,241,0,0,5,5300108,0,828327600000,"[[246, '20160615145529']]",[],"[[864, False]]",[],7380,20160615145529,0.0,1.0,1.0,246,0,Definitivo,0,7380.0,3,221.91150257448965
1527867474773,3,TST,0.0,0,02611787219965555555,45240,0,1005,0,0,5,5300108,0,828414000000,"[[246, '20160518091918']]",[],"[[864, False]]",[],7351,20160518091918,0.0,1.0,1.0,246,0,Definitivo,0,7351.0,3,221.1158921492496
1527867565228,3,TST,0.0,0,02611897719965025555,45240,0,1233,0,0,5,3550308,0,828932400000,"[[246, '20160602124628']]",[],"[[864, False]]",[],7360,20160602124628,0.0,1.0,1.0,246,0,Definitivo,0,7360.0,3,221.3628057294965
1527867442928,3,TST,0.0,0,02612244719965165555,45240,0,1689,0,0,5,2111300,0,829191600000,"[[246, '20160616114204']]",[],"[[864, False]]",[],7371,20160616114204,0.0,1.0,1.0,246,0,Definitivo,0,7371.0,3,221.66458899424273
1527867584453,3,TST,0.0,0,02612311219965175555,45240,0,1689,0,0,5,3205309,0,829278000000,"[[246, '20160415104735']]",[],"[[864, False]]",[],7308,20160415104735,0.0,1.0,1.0,246,0,Definitivo,0,7308.0,3,219.93619393251436
1527867292411,3,TST,0.0,0,02612340519965125555,45240,0,241,0,0,5,4205407,0,829537200000,"[[246, '20160608141659']]",[],"[[864, False]]",[],7359,20160608141659,0.0,1.0,1.0,246,0,Definitivo,0,7359.0,3,221.33537088724685
1527867327902,3,TST,0.0,0,02612323519965125555,45240,0,1689,0,0,5,4205407,0,829537200000,"[[246, '20160616113517']]",[],"[[864, False]]",[],7367,20160616113517,0.0,1.0,1.0,246,0,Definitivo,0,7367.0,3,221.5548496252441
1527867505105,3,TST,0.0,0,02612453719965555555,45240,0,47,0,0,5,5300108,0,829537200000,"[[246, '20160404113117']]",[],"[[864, False]]",[],7294,20160404113117,0.0,1.0,1.0,246,0,Definitivo,0,7294.0,3,219.55210614101912
1570040353784,3,TST,0.0,0,02612357119965095555,45227,0,1233,0,0,5,4106902,0,829537200000,"[[246, '20180823170606']]",[],"[[864, False]]",[],8165,20180823170606,0.0,1.0,1.0,246,0,Definitivo,0,8165.0,3,243.44785374047046
1535857041443,3,TST,0.0,0,02612357119965095555,45240,0,1233,0,0,5,4106902,0,829537200000,"[[246, '20180823170606']]",[],"[[864, False]]",[],8165,20180823170606,0.0,1.0,1.0,246,0,Definitivo,0,8165.0,3,243.44785374047046
1527867394792,3,TST,0.0,0,02693176419965105555,45240,0,47,0,0,5,5300108,0,829710000000,"[[246, '20160628134217']]",[],"[[864, False]]",[],7377,20160628134217,0.0,1.0,1.0,246,0,Definitivo,0,7377.0,3,221.82919804774068
1527867411369,3,TST,0.0,0,02693140719965035555,45240,0,241,0,0,5,3106200,0,829710000000,"[[246, '20160415104954']]",[],"[[864, False]]",[],7303,20160415104954,0.0,1.0,1.0,246,0,Definitivo,0,7303.0,3,219.79901972126606
1527867376605,3,TST,0.0,0,02693180619965085555,45240,0,241,0,0,5,1501402,0,829710000000,"[[246, '20160427153925']]",[],"[[864, False]]",[],7315,20160427153925,0.0,1.0,1.0,246,0,Definitivo,0,7315.0,3,220.12823782826194
1527867238503,3,TST,0.0,0,02693393019965175555,45240,0,241,0,0,5,3205309,0,829882800000,"[[246, '20160615145949']]",[],"[[864, False]]",[],7362,20160615145949,0.0,1.0,1.0,246,0,Definitivo,0,7362.0,3,221.4176754139958
1527867292334,3,TST,0.0,0,02693267219965555555,45240,0,1005,0,0,5,5300108,0,829882800000,"[[246, '20160610083814']]",[],"[[864, False]]",[],7357,20160610083814,0.0,1.0,1.0,246,0,Definitivo,0,7357.0,3,221.28050120274753
1527867158704,3,TST,0.0,0,02693325519965025555,45240,0,241,0,0,5,3550308,0,829882800000,"[[246, '20160624150128']]",[],"[[864, False]]",[],7371,20160624150128,0.0,1.0,1.0,246,0,Definitivo,0,7371.0,3,221.66458899424273
1527867552473,3,TST,0.0,0,02693518519965555555,45240,0,241,0,0,5,5300108,0,830228400000,"[[246, '20160607091816']]",[],"[[864, False]]",[],7350,20160607091816,0.0,1.0,1.0,246,0,Definitivo,0,7350.0,3,221.0884573069999
1527867583615,3,TST,0.0,0,02693521919965035555,45240,0,47,0,0,5,3106200,0,830228400000,"[[246, '20160609093347']]",[],"[[864, False]]",[],7352,20160609093347,0.0,1.0,1.0,246,0,Definitivo,0,7352.0,3,221.14332699149924
1527867520296,3,TST,0.0,0,02693582619965035555,45240,0,241,0,0,5,3106200,0,830314800000,"[[246, '20160603083443']]",[],"[[864, False]]",[],7345,20160603083443,0.0,1.0,1.0,246,0,Definitivo,0,7345.0,3,220.95128309575162
1527867120186,3,TST,0.0,0,02693717619965555555,45240,0,47,0,0,5,5300108,0,830746800000,"[[246, '20160404113148']]",[],"[[864, False]]",[],7280,20160404113148,0.0,1.0,1.0,246,0,Definitivo,0,7280.0,3,219.16801834952392
1527867565203,3,TST,0.0,0,02693682419965555555,45240,0,47,0,0,5,5300108,0,830746800000,"[[246, '20160610085133']]",[],"[[864, False]]",[],7347,20160610085133,0.0,1.0,1.0,246,0,Definitivo,0,7347.0,3,221.00615278025097
1527867190689,3,TST,0.0,0,02693751619965555555,45240,0,1005,0,0,5,5300108,0,830833200000,"[[246, '20160616104302']]",[],"[[864, False]]",[],7352,20160616104302,0.0,1.0,1.0,246,0,Definitivo,0,7352.0,3,221.14332699149924
1527867238531,3,TST,0.0,0,02693743119965555555,45240,0,241,0,0,5,5300108,0,830833200000,"[[246, '20160624152242']]",[],"[[864, False]]",[],7360,20160624152242,0.0,1.0,1.0,246,0,Definitivo,0,7360.0,3,221.3628057294965
1527867080276,3,TST,0.0,0,02753692519965555555,45240,0,241,0,0,5,5300108,0,831092400000,"[[246, '20161201161050']]",[],"[[864, False]]",[],7517,20161201161050,0.0,1.0,1.0,246,0,Definitivo,0,7517.0,3,225.67007596269266
1527867584476,3,TST,0.0,0,02693894519965215555,45240,0,241,0,0,5,2408102,0,831092400000,"[[246, '20160513092221']]",[],"[[864, False]]",[],7315,20160513092221,0.0,1.0,1.0,246,0,Definitivo,0,7315.0,3,220.12823782826194
1527867141174,3,TST,0.0,0,02753715719965065555,45240,0,241,0,0,5,2611606,0,831351600000,"[[246, '20160602093420']]",[],"[[864, False]]",[],7332,20160602093420,0.0,1.0,1.0,246,0,Definitivo,0,7332.0,3,220.59463014650612
1527867376504,3,TST,0.0,0,02705720919965015555,45240,0,1689,0,0,5,3304557,0,831351600000,"[[246, '20160615085303']]",[],"[[864, False]]",[],7345,20160615085303,0.0,1.0,1.0,246,0,Definitivo,0,7345.0,3,220.95128309575162
1527867520250,3,TST,0.0,0,02753750819965025555,45240,0,1233,0,0,5,3550308,0,831351600000,"[[246, '20160519123929']]",[],"[[864, False]]",[],7318,20160519123929,0.0,1.0,1.0,246,0,Definitivo,0,7318.0,3,220.21054235501092
1527867344113,3,TST,0.0,0,02753842319965185555,45240,0,241,0,0,5,5208707,0,831438000000,"[[246, '19980911173820'], [246, '20160520112325']]",[],"[[864, False]]",[],7318,20160520112325,0.0,2.0,2.0,246,0,Definitivo,0,3659.0,3,170.01849845926333
1527867411400,3,TST,0.0,0,02753827519965105555,45240,0,241,0,0,5,5300108,0,831438000000,"[[246, '20160415105151']]",[],"[[864, False]]",[],7283,20160415105151,0.0,1.0,1.0,246,0,Definitivo,0,7283.0,3,219.25032287627292
1527867158724,3,TST,0.0,0,02753899419965095555,45240,0,241,0,0,5,4106902,0,831438000000,"[[246, '20160512090225']]",[],"[[864, False]]",[],7310,20160512090225,0.0,1.0,1.0,246,0,Definitivo,0,7310.0,3,219.99106361701365
1527867206704,3,TST,0.0,0,02753913719965105555,45240,0,241,0,0,5,5300108,0,831438000000,"[[246, '20160602094912']]",[],"[[864, False]]",[],7331,20160602094912,0.0,1.0,1.0,246,0,Definitivo,0,7331.0,3,220.56719530425644
1527867254722,3,TST,0.0,0,02753995219965055555,45240,0,241,0,0,5,2927408,0,831524400000,"[[246, '20160427153951']]",[],"[[864, False]]",[],7294,20160427153951,0.0,1.0,1.0,246,0,Definitivo,0,7294.0,3,219.55210614101912
1527867080463,3,TST,0.0,0,02754109719965085555,45240,0,1689,0,0,5,1501402,0,831697200000,"[[246, '20160615150316']]",[],"[[864, False]]",[],7341,20160615150316,0.0,1.0,1.0,246,0,Definitivo,0,7341.0,3,220.841543726753
1527867254650,3,TST,0.0,0,02754020719965055555,45240,0,1689,0,0,5,2927408,0,831697200000,"[[246, '20160404113216'], [246, '20160404113253'], [246, '20160404113319']]",[],"[[864, False]]",[],7269,20160404113319,0.0,3.0,3.0,246,0,Definitivo,0,2423.0,3,152.39161231385864
1527867505120,3,TST,0.0,0,02754158619965205555,45240,0,47,0,0,5,2800308,0,831956400000,"[[246, '20160610085554']]",[],"[[864, False]]",[],7333,20160610085554,0.0,1.0,1.0,246,0,Definitivo,0,7333.0,3,220.62206498875574
1527867120288,3,TST,0.0,0,02754239619965085555,45240,0,241,0,0,5,1501402,0,832042800000,"[[246, '20160608143556']]",[],"[[864, False]]",[],7330,20160608143556,0.0,1.0,1.0,246,0,Definitivo,0,7330.0,3,220.5397604620068
1527867534928,3,TST,0.0,0,02754252819965135555,45240,0,1005,0,0,5,2507507,0,832042800000,"[[246, '20160608114949']]",[],"[[864, False]]",[],7330,20160608114949,0.0,1.0,1.0,246,0,Definitivo,0,7330.0,3,220.5397604620068
1527867190574,3,TST,0.0,0,02754317819965155555,45240,0,47,0,0,5,3509502,0,832129200000,"[[246, '20160519121926']]",[],"[[864, False]]",[],7309,20160519121926,0.0,1.0,1.0,246,0,Definitivo,0,7309.0,3,219.96362877476398
