SEQ_ORGAO,NOMEDAVARA,SEQ_ORGAO_PAI,GRAU_ORGAO,SEQ_CIDADE,DSC_CIDADE,SIG_UF,COD_IBGE,DSC_TIP_ORGAO,TIP_ESFERA_JUSTICA,INT_ORDEM_ORGAO,LATITUDE,LONGITUDE,CAPITAL,qtd_processos,tempo_medio_proc,tempo_entre_movs,cluster_processual_mais_comum,cluster_unidade,procs_em_alerta,ranking
27800,Gabinete do Dr Lairto José Veloso,13207.0,GRA2T,2850.0,manaus,AM,1302603.0,Gabinete de Desembargador do Trabalho,T,,-3.1189228,-60.0215183,1,15,106.26666666666668,1.9110829626502008,2,1,0,0
27801,Núcleo de Apoio à Execução,13207.0,GRA1T,2850.0,manaus,AM,1302603.0,Varas Trabalhistas,T,,-3.1189228,-60.0215183,1,414,695.4516908212561,16.779293842581712,1,1,97,0
27805,1ª Vara do Trabalho de Manaus,13207.0,GRA1T,2850.0,manaus,AM,1302603.0,Varas Trabalhistas,T,1.0,-3.1189228,-60.0215183,1,1260,603.4198412698412,76.4491772223392,1,1,108,0
27821,Vara do Trabalho de Coari,13207.0,GRA1T,1271.0,coari,AM,1301209.0,Varas Trabalhistas,T,,-4.0945957,-63.1446032,0,751,335.76564580559256,105.44424293959736,1,1,37,0
27822,Vara do Trabalho de Eirunepé,13207.0,GRA1T,1622.0,eirunepe,AM,1301407.0,Varas Trabalhistas,T,,-6.8416993,-70.2408325,0,89,563.943820224719,146.1456499856221,1,3,10,0
27823,Vara do Trabalho de Humaitá,13207.0,GRA1T,2047.0,humaita,AM,1301704.0,Varas Trabalhistas,T,,-7.5169578,-63.0298013,0,332,680.1024096385543,133.54046603518117,1,1,21,0
27824,Vara do Trabalho de Itacoatiara,13207.0,GRA1T,2273.0,itacoatiara,AM,1301902.0,Varas Trabalhistas,T,,-3.135021,-58.438544,0,213,747.37558685446,155.59820453225825,1,1,28,0
27825,Vara do Trabalho de Lábrea,13207.0,GRA1T,2636.0,labrea,AM,1302405.0,Varas Trabalhistas,T,,-7.2645177,-64.7952995,0,120,516.625,274.19367032076354,1,3,22,0
27826,Vara do Trabalho de Manacapuru,13207.0,GRA1T,2846.0,manacapuru,AM,1302504.0,Varas Trabalhistas,T,,-3.2897192,-60.6319066,0,464,971.478448275862,273.98463262969744,3,1,69,0
27827,Vara do Trabalho de Parintins,13207.0,GRA1T,3569.0,parintins,AM,1303403.0,Varas Trabalhistas,T,,-2.6377762,-56.7295262,0,344,724.1162790697673,203.7034706794629,1,1,59,0
27828,VARA DO TRABALHO DE PRESIDENTE FIGUEIREDO,13207.0,GRA1T,3969.0,presidente figueiredo,AM,1303536.0,Varas Trabalhistas,T,,-2.049615,-60.027375,0,268,1154.0746268656715,248.21309667217042,3,1,62,0
27829,Vara do Trabalho de Tabatinga,13207.0,GRA1T,5051.0,tabatinga,AM,1304062.0,Varas Trabalhistas,T,,-4.2316306,-69.936928,0,448,1099.859375,402.5679261461461,3,1,131,0
27830,Vara do Trabalho de Tefé,13207.0,GRA1T,5128.0,tefe,AM,1304203.0,Varas Trabalhistas,T,,-3.3514753,-64.7148236,0,160,579.075,125.43051714169304,1,1,17,0
29262,ANÁPOLIS  - 01A VARA,13214.0,GRA1T,216.0,anapolis,GO,5201108.0,Varas Trabalhistas,T,,-16.32802387,-48.95850264,0,589,2017.4125636672327,204.96837821908963,3,1,50,0
29263,ANÁPOLIS  - 02A VARA,13214.0,GRA1T,216.0,anapolis,GO,5201108.0,Varas Trabalhistas,T,,-16.32802387,-48.95850264,0,509,1465.895874263261,66.88092665629576,3,1,13,0
29264,ANÁPOLIS  - 03A VARA,13214.0,GRA1T,216.0,anapolis,GO,5201108.0,Varas Trabalhistas,T,,-16.32802387,-48.95850264,0,617,2136.217179902755,229.33262722970687,3,1,53,0
29265,ANÁPOLIS  - 04A VARA,13214.0,GRA1T,216.0,anapolis,GO,5201108.0,Varas Trabalhistas,T,,-16.32802387,-48.95850264,0,697,2395.7704447632714,419.4167149050522,3,1,108,0
29266,APARECIDA DE GOIÂNIA  - 01A VARA,13214.0,GRA1T,268.0,aparecida de goiania,GO,5201405.0,Varas Trabalhistas,T,,-16.81082663,-49.24187601,0,837,2111.9103942652328,159.10730017013054,3,1,56,0
29267,APARECIDA DE GOIÂNIA  - 02A VARA,13214.0,GRA1T,268.0,aparecida de goiania,GO,5201405.0,Varas Trabalhistas,T,,-16.81082663,-49.24187601,0,961,2163.0426638917793,118.58298353702715,3,1,73,0
29268,APARECIDA DE GOIÂNIA  - 03A VARA,13214.0,GRA1T,268.0,aparecida de goiania,GO,5201405.0,Varas Trabalhistas,T,,-16.81082663,-49.24187601,0,301,246.7607973421927,8.481366285440457,1,1,0,0
29269,CALDAS NOVAS  - 01A VARA,13214.0,GRA1T,895.0,caldas novas,GO,5204508.0,Varas Trabalhistas,T,,-17.76163261,-48.61408085,0,744,1563.9314516129032,176.3792289918064,1,1,59,0
29270,CATALÃO  - 01A VARA,13214.0,GRA1T,1165.0,catalao,GO,5205109.0,Varas Trabalhistas,T,,-18.1695462,-47.9456993,0,563,1962.5861456483126,218.16377646572568,3,1,27,0
29271,CERES  - 01A VARA,13214.0,GRA1T,1210.0,ceres,GO,5205406.0,Varas Trabalhistas,T,,-15.311418,-49.602172,0,538,1842.985130111524,159.4721321163114,1,1,15,0
29272,FORMOSA  - 01A VARA,13214.0,GRA1T,1798.0,formosa,GO,5208004.0,Varas Trabalhistas,T,,-15.5523756,-47.3148126,0,776,2674.8840206185573,208.3279459614089,3,1,71,0
29273,GOIANÉSIA  - 01A VARA,13214.0,GRA1T,1901.0,goianesia,GO,5208608.0,Varas Trabalhistas,T,,-15.3320307,-49.1161647,0,250,345.80400000000014,10.89090790950968,1,1,0,0
29274,GOIÂNIA  - 01A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,1358,2886.01325478645,257.5919387988328,3,1,267,0
29275,GOIÂNIA  - 02A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,1267,2760.596685082873,361.3883584113812,3,1,197,0
29276,GOIÂNIA  - 03A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,1338,2684.399850523169,370.17149292552773,3,1,186,0
29277,GOIÂNIA  - 04A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,1253,2550.0949720670387,198.5486968468836,3,1,158,0
29278,GOIÂNIA  - 05A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,1059,2127.388101983003,123.1072341344314,1,1,129,0
29279,GOIÂNIA  - 06A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,1138,2505.8260105448153,216.47832766584,3,1,214,0
29280,GOIÂNIA  - 07A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,967,2127.70423991727,257.413570258638,3,1,101,0
29281,GOIÂNIA  - 08A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,1027,1900.6105160662125,110.76904561508421,1,1,83,0
29282,GOIÂNIA  - 09A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,1435,2522.731707317073,238.4538376066791,3,1,273,0
29283,GOIÂNIA  - 10A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,1303,2318.8894858019958,346.92441102843696,3,1,123,0
29284,GOIÂNIA  - 11A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,1627,2671.320835894284,311.0212090861465,3,1,185,0
29285,GOIÂNIA  - 12A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,1215,2697.726748971193,261.94899300752604,3,1,180,0
29286,GOIÂNIA  - 13A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,685,1076.8627737226275,70.18780146212889,1,1,18,0
29287,GOIÂNIA  - 14A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,455,291.7010989010989,9.078425351266242,1,1,0,0
29288,GOIÂNIA  - 15A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,441,322.75736961451247,8.904449292502315,1,1,0,0
29289,GOIÂNIA  - 16A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,428,239.69158878504672,11.84777307167574,1,1,0,0
29290,GOIÂNIA  - 17A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,422,288.77251184834125,10.580048561448912,1,1,1,0
29291,GOIÂNIA  - 18A VARA,13214.0,GRA1T,1903.0,goiania,GO,5208707.0,Varas Trabalhistas,T,,-16.699153364937,-49.27290682597,1,404,292.44059405940595,10.56366211740473,1,1,0,0
29292,GOIÁS  - 01A VARA,13214.0,GRA1T,5602.0,goias,GO,5208905.0,Varas Trabalhistas,T,,-15.93721969,-50.14001638,0,448,1600.0424107142858,165.14655471565953,1,1,24,0
29293,GOIATUBA  - 01A VARA,13214.0,GRA1T,1909.0,goiatuba,GO,5209101.0,Varas Trabalhistas,T,,-18.01114107,-49.35319304,0,288,3691.555555555556,561.4117197085283,1,3,45,0
29294,INHUMAS  - 01A VARA,13214.0,GRA1T,2187.0,inhumas,GO,5210000.0,Varas Trabalhistas,T,,-16.36258746,-49.49399829,0,244,299.172131147541,8.391497270056743,1,1,0,0
29295,ITUMBIARA  - 01A VARA,13214.0,GRA1T,2415.0,itumbiara,GO,5211503.0,Varas Trabalhistas,T,,-18.4194498,-49.2162555,0,1738,3955.662255466053,596.9840432237693,3,1,389,0
29296,ITUMBIARA  - 02A VARA,13214.0,GRA1T,2415.0,itumbiara,GO,5211503.0,Varas Trabalhistas,T,,-18.4194498,-49.2162555,0,134,258.52985074626855,6.5590817471626615,1,1,0,0
29297,JATAÍ  - 01A VARA,13214.0,GRA1T,2520.0,jatai,GO,5211909.0,Varas Trabalhistas,T,,-17.8989474,-51.7193991,0,952,2597.6617647058824,371.9388804955114,3,1,129,0
29298,LUZIÂNIA  - 01A VARA,13214.0,GRA1T,2788.0,luziania,GO,5212501.0,Varas Trabalhistas,T,,-16.2445884,-47.9464612,0,933,2678.1586280814577,341.0910813977657,3,1,108,0
29299,MINEIROS  - 01A VARA,13214.0,GRA1T,3034.0,mineiros,GO,5213103.0,Varas Trabalhistas,T,,-17.55935659,-52.56446242,0,492,2021.158536585366,156.8054140243566,3,1,36,0
29300,PIRES DO RIO  - 01A VARA,13214.0,GRA1T,3808.0,pires do rio,GO,5217401.0,Varas Trabalhistas,T,,-17.2989272,-48.2822427,0,123,88.15447154471546,3.0148043319526816,1,1,0,0
29301,POSSE  - 01A VARA,13214.0,GRA1T,3932.0,posse,GO,5218300.0,Varas Trabalhistas,T,,-14.083793,-46.3663299,0,293,2540.959044368601,160.4448045866212,3,1,26,0
29302,QUIRINÓPOLIS  - 01A VARA,13214.0,GRA1T,4034.0,quirinopolis,GO,5218508.0,Varas Trabalhistas,T,,-18.458106,-50.4310407,0,531,727.0112994350283,52.33004220826973,1,1,16,0
29303,RIO VERDE  - 01A VARA,13214.0,GRA1T,4193.0,rio verde,GO,5218805.0,Varas Trabalhistas,T,,-17.79540826,-50.93956411,0,781,2590.2944942381564,202.61228337951198,3,1,133,0
29304,RIO VERDE  - 02A VARA,13214.0,GRA1T,4193.0,rio verde,GO,5218805.0,Varas Trabalhistas,T,,-17.79540826,-50.93956411,0,869,2342.428078250863,190.14860733142703,3,1,86,0
29305,RIO VERDE  - 03A VARA,13214.0,GRA1T,4193.0,rio verde,GO,5218805.0,Varas Trabalhistas,T,,-17.79540826,-50.93956411,0,221,271.5022624434389,10.262841205072878,1,1,0,0
29306,RIO VERDE  - 04A VARA,13214.0,GRA1T,4193.0,rio verde,GO,5218805.0,Varas Trabalhistas,T,,-17.79540826,-50.93956411,0,197,189.63451776649742,7.6177331204413425,1,1,0,0
29307,SÃO LUÍS DE MONTES BELOS  - 01A VARA,13214.0,GRA1T,4753.0,sao luis de montes belos,GO,5220108.0,Varas Trabalhistas,T,,-16.5187651,-50.3679541,0,1163,1983.73516766982,132.0877102963787,3,1,70,0
29308,URUAÇU  - 01A VARA,13214.0,GRA1T,5332.0,uruacu,GO,5221601.0,Varas Trabalhistas,T,,-14.5253017,-49.1431703,0,1022,1892.7563600782776,113.09864889606838,3,1,54,0
29309,VALPARAÍSO DE GOIÁS  - 01A VARA,13214.0,GRA1T,5365.0,valparaiso de goias,GO,5221858.0,Varas Trabalhistas,T,,-16.0790944,-47.9774714,0,706,1470.3356940509916,97.67447879270857,1,1,21,0
29310,"GAB, DO JUIZ CONVOCADO CÉSAR SILVEIRA",13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,0.0,-16.699153364937,-49.27290682597,1,367,93.38964577656677,13.61779191837731,2,1,1,0
29311,"GAB, DA DESEMB, ROSA NAIR DA SILVA NOGUEIRA REIS",13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,,-16.699153364937,-49.27290682597,1,184,63.625,5.232709112171778,1,1,0,0
29312,"GAB, DO DESEMB, DANIEL VIANA JÚNIOR (VICE PRESIDENTE)",13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,0.0,-16.699153364937,-49.27290682597,1,13,571.3846153846154,259.3230771231161,1,3,1,0
29313,"GAB, DO DESEMB, ELVECIO MOURA DOS SANTOS",13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,,-16.699153364937,-49.27290682597,1,172,59.24418604651163,6.283647351625688,1,1,0,0
29314,"GAB, DO DESEMB, EUGÊNIO JOSÉ CESÁRIO ROSA",13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,,-16.699153364937,-49.27290682597,1,153,64.76470588235293,3.4959127227970628,2,1,0,0
29315,"GAB, DO DESEMB, GENTIL PIO DE OLIVEIRA",13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,,-16.699153364937,-49.27290682597,1,172,78.71511627906976,13.657676786278177,1,1,1,0
29316,"GAB, DO DESEMB, GERALDO RODRIGUES DO NASCIMENTO",13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,,-16.699153364937,-49.27290682597,1,74,52.770270270270274,2.7019132021328423,2,1,0,0
29317,"GAB, DA DESEMB, IARA TEIXEIRA RIOS",13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,,-16.699153364937,-49.27290682597,1,170,65.5,5.225058212482393,2,1,0,0
29318,"GAB, DA DESEMB, KATHIA MARIA BOMTEMPO DE ALBUQUERQUE",13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,,-16.699153364937,-49.27290682597,1,134,57.55223880597014,3.2186350807038075,2,1,0,0
29319,"GAB, DO DESEMB, MÁRIO SÉRGIO BOTTAZZO",13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,,-16.699153364937,-49.27290682597,1,71,60.985915492957744,2.464173389589417,1,1,0,0
29320,"GAB, DO DESEMB, PAULO SÉRGIO PIMENTA (PRESIDENTE)",13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,0.0,-16.699153364937,-49.27290682597,1,15,483.6,99.86272388078896,1,3,2,0
29321,"GAB, DO DESEMB, PLATON TEIXEIRA DE AZEVEDO FILHO",13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,0.0,-16.699153364937,-49.27290682597,1,153,80.1111111111111,21.94115475657386,2,1,0,0
29322,"GAB, DO DESEMB, WELINGTON LUIS PEIXOTO",13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,,-16.699153364937,-49.27290682597,1,166,96.1686746987952,10.398736382605458,1,1,1,0
29323,"GAB, DA DESEMB, SILENE APARECIDA COELHO",13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,,-16.699153364937,-49.27290682597,1,195,99.75897435897436,23.36266631212221,1,1,1,0
29324,CEJUSC GOIANIA,13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,0.0,-16.699153364937,-49.27290682597,1,30,318.96666666666664,7.660359731742692,2,1,1,0
29333,SECRETARIA DO JUÍZO AUXILIAR DE EXECUÇÃO,13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,,-16.699153364937,-49.27290682597,1,386,4680.8886010362685,302.4026989934941,3,1,104,0
29900,1ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,1.0,-23.522675,-46.661457,1,220,2694.9727272727273,726.6786279008217,3,3,10,0
29901,2ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,2.0,-23.522675,-46.661457,1,192,1418.713541666667,161.51385935195464,1,1,3,0
29902,3ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,3.0,-23.522675,-46.661457,1,260,2477.523076923077,637.733938359927,3,3,6,0
29903,4ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,4.0,-23.522675,-46.661457,1,258,2293.631782945737,796.2724279945529,3,3,26,0
29904,5ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,5.0,-23.522675,-46.661457,1,223,2841.914798206278,864.9109398688647,3,3,26,0
29905,6ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,6.0,-23.522675,-46.661457,1,327,2727.507645259939,902.1938658992813,3,3,19,0
29906,7ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,7.0,-23.522675,-46.661457,1,286,2487.304195804196,1101.1408858592645,3,3,56,0
29907,8ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,8.0,-23.522675,-46.661457,1,240,2600.3541666666665,762.8503910641414,1,3,8,0
29908,9ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,9.0,-23.522675,-46.661457,1,292,2766.969178082192,886.2410094541403,3,3,36,0
29909,10ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,10.0,-23.522675,-46.661457,1,262,2308.56106870229,674.2192802146673,3,3,26,0
29910,11ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,11.0,-23.522675,-46.661457,1,289,1849.598615916955,324.8618150265898,1,3,29,0
29911,12ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,12.0,-23.522675,-46.661457,1,379,2343.345646437995,970.0712381637696,3,3,63,0
29912,13ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,13.0,-23.522675,-46.661457,1,209,3275.4066985645927,1063.6918825472974,3,3,26,0
29913,14ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,14.0,-23.522675,-46.661457,1,260,2079.4576923076925,637.0140742084589,3,3,56,0
29914,15ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,15.0,-23.522675,-46.661457,1,253,2935.889328063241,1164.2723334025095,3,3,63,0
29915,16ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,16.0,-23.522675,-46.661457,1,123,1263.8292682926829,86.86005720132465,1,1,6,0
29916,17ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,17.0,-23.522675,-46.661457,1,209,2779.071770334929,973.4966199914064,3,3,9,0
29917,18ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,18.0,-23.522675,-46.661457,1,260,3625.565384615385,1633.2332888179185,3,3,30,0
29918,19ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,19.0,-23.522675,-46.661457,1,174,2984.3448275862074,1358.3257326551786,3,3,26,0
29919,20ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,20.0,-23.522675,-46.661457,1,206,1923.752427184466,492.7790145388912,3,3,26,0
29920,21ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,21.0,-23.522675,-46.661457,1,182,2059.478021978022,447.24473992284516,3,3,15,0
29921,22ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,22.0,-23.522675,-46.661457,1,143,1659.2307692307693,366.77266540494634,1,3,6,0
29922,23ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,23.0,-23.522675,-46.661457,1,158,1988.7848101265827,576.2772998220684,3,3,36,0
29923,24ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,24.0,-23.522675,-46.661457,1,214,2632.205607476636,772.5257232701831,3,3,29,0
29924,25ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,25.0,-23.522675,-46.661457,1,296,2438.733108108108,995.3724238856266,3,3,29,0
29925,26ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,26.0,-23.522675,-46.661457,1,177,2140.514124293785,626.4572273819139,3,3,19,0
29926,27ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,27.0,-23.522675,-46.661457,1,218,1887.3256880733945,228.22618888208146,3,3,9,0
29927,28ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,28.0,-23.522675,-46.661457,1,253,2679.6679841897235,1080.2074743676378,3,3,24,0
29928,29ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,29.0,-23.522675,-46.661457,1,184,1935.2173913043482,516.3058134127224,1,3,7,0
29929,30ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,30.0,-23.522675,-46.661457,1,305,2424.914754098361,966.3562164945716,3,3,91,0
29930,31ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,31.0,-23.522675,-46.661457,1,212,2321.334905660377,840.4292346605632,1,3,46,0
29931,32ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,32.0,-23.522675,-46.661457,1,335,2388.376119402985,1316.804299474106,3,3,129,0
29932,33ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,33.0,-23.522675,-46.661457,1,164,2224.5548780487807,572.0098667162557,3,3,22,0
29933,34ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,34.0,-23.522675,-46.661457,1,260,2922.6538461538453,1142.6715335602087,3,3,41,0
29934,35ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,35.0,-23.522675,-46.661457,1,241,2012.9751037344397,519.0171536179615,3,3,31,0
29935,36ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,36.0,-23.522675,-46.661457,1,261,2139.4712643678163,586.5512734671953,1,3,23,0
29936,37ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,37.0,-23.522675,-46.661457,1,292,2263.8595890410957,746.8918779450792,3,3,65,0
29937,38ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,38.0,-23.522675,-46.661457,1,263,2620.661596958175,999.4494422669195,3,3,45,0
29938,39ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,39.0,-23.522675,-46.661457,1,218,2831.9128440366967,962.6135484178187,3,3,36,0
29939,40ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,40.0,-23.522675,-46.661457,1,201,1714.4925373134326,606.1599942227386,3,3,62,0
29940,41ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,41.0,-23.522675,-46.661457,1,112,1521.9375,235.37165421184747,1,3,3,0
29941,42ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,42.0,-23.522675,-46.661457,1,209,1486.33014354067,109.10154408664292,3,1,2,0
29942,43ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,43.0,-23.522675,-46.661457,1,239,1946.9958158995817,447.84945050917327,3,3,9,0
29943,44ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,44.0,-23.522675,-46.661457,1,263,2214.209125475285,941.3581326166644,3,3,23,0
