SEQ_ORGAO,NOMEDAVARA,SEQ_ORGAO_PAI,GRAU_ORGAO,SEQ_CIDADE,DSC_CIDADE,SIG_UF,COD_IBGE,DSC_TIP_ORGAO,TIP_ESFERA_JUSTICA,INT_ORDEM_ORGAO,LATITUDE,LONGITUDE,CAPITAL,qtd_processos,tempo_medio_proc,tempo_entre_movs,cluster_processual_mais_comum,cluster_unidade,procs_em_alerta,ranking
13196,Conselho Superior da Justiça do Trabalho,1.0,CONST,,,,,Conselho Superior da Justiça do Trabalho,T,0.0,,,0,852636,917.6507714414428,109.63017260702915,0,1,0,0
13197,Tribunal Regional do Trabalho da 1ª Região,13196.0,TRIBT,4155.0,rio de janeiro,RJ,3304557.0,Tribunal Regional do Trabalho,T,0.0,,,1,24603,981.6771806021533,171.197778861682,0,1,0,0
13198,Tribunal Regional do Trabalho da 2ª Região,13196.0,TRIBT,4795.0,sao paulo,SP,3550308.0,Tribunal Regional do Trabalho,T,0.0,,,1,45040,889.7160397754042,263.04310768926473,0,1,0,0
13199,Tribunal Regional do Trabalho da 3ª Região,13196.0,TRIBT,583.0,belo horizonte,MG,3106200.0,Tribunal Regional do Trabalho,T,0.0,,,1,51922,1814.8121916644463,108.81091999703087,2,1,0,0
13200,Tribunal Regional do Trabalho da 4ª Região,13196.0,TRIBT,3897.0,porto alegre,RS,4314902.0,Tribunal Regional do Trabalho,T,0.0,,,1,46315,1032.923983315771,146.50146613328334,0,1,0,0
13201,Tribunal Regional do Trabalho da 5ª Região,13196.0,TRIBT,4278.0,salvador,BA,2927408.0,Tribunal Regional do Trabalho,T,0.0,,,1,41014,1528.1249711586481,39.74045703893643,3,1,0,0
13202,Tribunal Regional do Trabalho da 6ª Região,13196.0,TRIBT,4059.0,recife,PE,2611606.0,Tribunal Regional do Trabalho,T,0.0,,,1,38020,1196.2014496718512,79.852747932885,1,1,0,0
13203,Tribunal Regional do Trabalho da 7ª Região,13196.0,TRIBT,1808.0,fortaleza,CE,2304400.0,Tribunal Regional do Trabalho,T,0.0,,,1,39596,983.0674515733272,200.133462744573,0,1,0,0
13204,Tribunal Regional do Trabalho da 8ª Região,13196.0,TRIBT,572.0,belem,PA,1501402.0,Tribunal Regional do Trabalho,T,0.0,,,1,42440,1313.4560891119372,98.42374580556823,1,1,0,0
13205,Tribunal Regional do Trabalho da 9ª Região,13196.0,TRIBT,1488.0,curitiba,PR,4106902.0,Tribunal Regional do Trabalho,T,0.0,,,1,40707,823.0747165927535,135.88629885244578,3,1,0,0
13206,Tribunal Regional do Trabalho da 10ª Região,13196.0,TRIBT,743.0,brasilia,DF,5300108.0,Tribunal Regional do Trabalho,T,0.0,,,1,41167,289.73501632840197,26.48012063193335,1,1,0,0
13207,Tribunal Regional do Trabalho da 11ª Região,13196.0,TRIBT,2850.0,manaus,AM,1302603.0,Tribunal Regional do Trabalho,T,0.0,,,1,34424,381.59793954613406,76.77719062187488,1,1,0,0
13208,Tribunal Regional do Trabalho da 12ª Região,13196.0,TRIBT,1790.0,florianopolis,SC,4205407.0,Tribunal Regional do Trabalho,T,0.0,,,1,42487,1205.5276798826135,52.689953630723906,3,1,0,0
13209,Tribunal Regional do Trabalho da 13ª Região,13196.0,TRIBT,2565.0,joao pessoa,PB,2507507.0,Tribunal Regional do Trabalho,T,0.0,,,1,30338,1018.57803753496,292.5504136601025,3,1,0,0
13210,Tribunal Regional do Trabalho da 14ª Região,13196.0,TRIBT,3927.0,porto velho,RO,1100205.0,Tribunal Regional do Trabalho,T,0.0,,,1,27994,516.4440091312865,40.82923957897588,1,1,0,0
13211,Tribunal Regional do Trabalho da 15ª Região,13196.0,TRIBT,939.0,campinas,SP,3509502.0,Tribunal Regional do Trabalho,T,0.0,,,0,53583,541.1402607670502,61.51900560602337,0,1,0,0
13212,Tribunal Regional do Trabalho da 16ª Região,13196.0,TRIBT,4752.0,sao luis,MA,2111300.0,Tribunal Regional do Trabalho,T,0.0,,,1,36741,1610.3934628720497,439.5525336321691,1,1,0,0
13213,Tribunal Regional do Trabalho da 17ª Região,13196.0,TRIBT,5473.0,vitoria,ES,3205309.0,Tribunal Regional do Trabalho,T,0.0,,,1,41607,1377.2351605788342,114.80163281791586,0,1,0,0
13214,Tribunal Regional do Trabalho da 18ª Região,13196.0,TRIBT,1903.0,goiania,GO,5208707.0,Tribunal Regional do Trabalho,T,0.0,,,1,38883,962.4236606627522,96.03462902072886,1,1,0,0
13216,Tribunal Regional do Trabalho da 20ª Região,13196.0,TRIBT,291.0,aracaju,SE,2800308.0,Tribunal Regional do Trabalho,T,0.0,,,1,33457,1584.9874641930717,61.41199896591079,3,1,0,0
13217,Tribunal Regional do Trabalho da 21ª Região,13196.0,TRIBT,3201.0,natal,RN,2408102.0,Tribunal Regional do Trabalho,T,0.0,,,1,34333,1789.0613199540105,42.17916097006268,1,1,0,0
13218,Tribunal Regional do Trabalho da 22ª Região,13196.0,TRIBT,5149.0,teresina,PI,2211001.0,Tribunal Regional do Trabalho,T,0.0,,,1,34553,981.0722644135477,154.14456981110692,0,1,0,0
13219,Tribunal Regional do Trabalho da 23ª Região,13196.0,TRIBT,1471.0,cuiaba,MT,5103403.0,Tribunal Regional do Trabalho,T,0.0,,,1,2,0.0,0.0,0,1,0,0
13220,Tribunal Regional do Trabalho da 24ª Região,13196.0,TRIBT,959.0,campo grande,MS,5002704.0,Tribunal Regional do Trabalho,T,0.0,,,1,33410,120.01893670505942,38.19388117253147,1,1,0,0
13221,Tribunal Superior do Trabalho,1.0,TRIBS,743.0,brasilia,DF,5300108.0,Tribunal Superior,S,0.0,,,1,58666,445.7525579197647,54.6368343467951,0,1,0,0
18567,1ª VARA DO TRABALHO DE ARACAJU,13216.0,GRA1T,291.0,aracaju,SE,2800308.0,Varas Trabalhistas,T,1.0,-10.913031,-37.096198,1,3519,4006.281045751634,88.67284759370287,3,1,480,0
18568,2ª VARA DO TRABALHO DE ARACAJU,13216.0,GRA1T,291.0,aracaju,SE,2800308.0,Varas Trabalhistas,T,2.0,-10.913031,-37.096198,1,5560,4721.437410071942,330.36585531628805,3,1,1553,0
18569,3ª VARA DO TRABALHO DE ARACAJU,13216.0,GRA1T,291.0,aracaju,SE,2800308.0,Varas Trabalhistas,T,3.0,-10.913031,-37.096198,1,3848,2886.340176715177,47.55356341551053,3,1,296,0
18570,4ª VARA DO TRABALHO DE ARACAJU,13216.0,GRA1T,291.0,aracaju,SE,2800308.0,Varas Trabalhistas,T,4.0,-10.913031,-37.096198,1,4567,3485.2728268009632,77.38745038281614,3,1,210,0
18571,5ª VARA DO TRABALHO DE ARACAJU,13216.0,GRA1T,291.0,aracaju,SE,2800308.0,Varas Trabalhistas,T,5.0,-10.913031,-37.096198,1,3772,2377.6296394485685,36.66335295662951,3,1,63,0
18572,6ª VARA DO TRABALHO DE ARACAJU,13216.0,GRA1T,291.0,aracaju,SE,2800308.0,Varas Trabalhistas,T,6.0,-10.913031,-37.096198,1,1912,1902.0826359832638,22.48624243872464,3,1,9,0
18573,7ª VARA DO TRABALHO DE ARACAJU,13216.0,GRA1T,291.0,aracaju,SE,2800308.0,Varas Trabalhistas,T,7.0,-10.913031,-37.096198,1,608,703.4128289473683,10.15293308156841,1,1,3,0
18574,8ª VARA DO TRABALHO DE ARACAJU,13216.0,GRA1T,291.0,aracaju,SE,2800308.0,Varas Trabalhistas,T,8.0,-10.913031,-37.096198,1,490,182.49183673469392,7.261335837626513,1,1,0,0
18575,9ª VARA DO TRABALHO DE ARACAJU,13216.0,GRA1T,291.0,aracaju,SE,2800308.0,Varas Trabalhistas,T,9.0,-10.913031,-37.096198,1,603,291.47595356550585,5.958681524607482,1,1,0,0
18576,1ª VARA DO TRABALHO DE ESTÂNCIA,13216.0,GRA1T,1689.0,estancia,SE,2802106.0,Varas Trabalhistas,T,1.0,-11.275952,-37.444435,0,1735,2279.965417867435,188.0485248206249,1,1,160,0
18577,1ª VARA DO TRABALHO DE ITABAIANA,13216.0,GRA1T,2257.0,itabaiana,SE,2802908.0,Varas Trabalhistas,T,1.0,-10.696379,-37.428031,0,446,2415.872197309417,24.065487812282843,1,1,62,0
18578,1ª VARA DO TRABALHO DE LAGARTO,13216.0,GRA1T,2642.0,lagarto,SE,2803500.0,Varas Trabalhistas,T,1.0,-10.916834,-37.673864,0,820,2985.5317073170727,101.16820527905287,1,1,80,0
18579,1ª VARA DO TRABALHO DE MARUIM,13216.0,GRA1T,2948.0,maruim,SE,2804003.0,Varas Trabalhistas,T,1.0,-10.738043,-37.080068,0,2451,2960.4455324357405,163.36040781154512,3,1,245,0
18580,1ª VARA DO TRABALHO DE NOSSA SENHORA DA GLÓRIA,13216.0,GRA1T,3240.0,nossa senhora da gloria,SE,2804508.0,Varas Trabalhistas,T,1.0,-10.221758,-37.424038,0,646,4235.252321981424,62.05979086784707,3,1,28,0
18581,1ª VARA DO TRABALHO DE PROPRIÁ,13216.0,GRA1T,3998.0,propria,SE,2805703.0,Varas Trabalhistas,T,1.0,-10.223552,-36.840257,0,586,4467.9982935153585,780.4261797847827,3,3,157,0
18585,GABINETE DA DESEMBARGADORA VILMA LEITE MACHADO AMORIM,13216.0,GRA2T,291.0,aracaju,SE,2800308.0,Gabinete de Desembargador do Trabalho,T,,-10.913031,-37.096198,1,148,2189.560810810811,24.3524843661456,3,1,0,0
18586,GABINETE DO DESEMBARGADOR FABIO TÚLIO CORREIA RIBEIRO,13216.0,GRA2T,291.0,aracaju,SE,2800308.0,Gabinete de Desembargador do Trabalho,T,,-10.913031,-37.096198,1,115,2022.234782608696,23.84410559046535,3,1,0,0
18587,GABINETE DO DESEMBARGADOR JOÃO AURINO MENDES BRITO,13216.0,GRA2T,291.0,aracaju,SE,2800308.0,Gabinete de Desembargador do Trabalho,T,,-10.913031,-37.096198,1,117,1900.6837606837607,23.01050230752757,3,1,0,0
18588,GABINETE DO DESEMBARGADOR JORGE ANTONIO ANDRADE CARDOSO,13216.0,GRA2T,291.0,aracaju,SE,2800308.0,Gabinete de Desembargador do Trabalho,T,,-10.913031,-37.096198,1,8,2617.0,22.81898669986981,3,3,0,0
18589,GABINETE DO DESEMBARGADOR JOSENILDO DOS SANTOS CARVALHO,13216.0,GRA2T,291.0,aracaju,SE,2800308.0,Gabinete de Desembargador do Trabalho,T,,-10.913031,-37.096198,1,143,1858.4545454545453,24.35910648058453,3,1,0,0
18590,GABINETE DO DESEMBARGADOR THENISSON SANTANA DÓRIA,13216.0,GRA2T,291.0,aracaju,SE,2800308.0,Gabinete de Desembargador do Trabalho,T,,-10.913031,-37.096198,1,804,369.55472636815915,7.092164311665036,1,1,0,0
18591,GABINETE DO DESEMBARGADOR MARIA DAS GRAÇAS MONTEIRO MELO,13216.0,GRA2T,291.0,aracaju,SE,2800308.0,Gabinete de Desembargador do Trabalho,T,,-10.913031,-37.096198,1,59,2329.3050847457625,28.62282991024349,3,1,0,0
18592,GABINETE DO DESEMBARGADOR RITA DE CÁSSIA PINHEIRO DE OLIVEIRA,13216.0,GRA2T,291.0,aracaju,SE,2800308.0,Gabinete de Desembargador do Trabalho,T,,-10.913031,-37.096198,1,80,1992.1375,23.97710765045929,3,1,0,0
18593,SECRETARIA DE RECURSO DE REVISTA,13216.0,GRA2T,291.0,aracaju,SE,2800308.0,Gabinete de Desembargador do Trabalho,T,,-10.913031,-37.096198,1,378,35.97354497354497,2.97866738315734,2,1,0,0
18595,SECRETARIA JUDICIÁRIA,13216.0,GRA1T,291.0,aracaju,SE,2800308.0,Varas Trabalhistas,T,,-10.913031,-37.096198,1,42,258.1666666666667,22.733150183150183,0,1,0,0
18687,GABINETE DR. ANTONIO FRANCISCO MONTANAGNA,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,30,2421.933333333333,115.96203965033556,3,3,0,0
18688,GABINETE DR. CARLOS ALBERTO BOSCO,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,40,2415.825,1053.3507179022668,3,3,8,0
18690,GABINETE DR. CLAUDINEI ZAPATA MARQUES,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,33,2337.7272727272725,105.95843230812237,3,3,0,0
18691,GABINETE DR. DAGOBERTO NISHINA DE AZEVEDO,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,32,2490.21875,127.12890510921392,3,3,0,0
18692,GABINETE DR. EDER SIVERS,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,36,2668.527777777778,177.10109087536915,3,3,0,0
18693,GABINETE DR. EDISON DOS SANTOS PELEGRINI,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,33,2446.575757575757,108.46609671833444,3,3,0,0
18694,GABINETE DR. EDMUNDO FRAGA LOPES,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,41,2535.3414634146343,203.59516181585965,3,3,0,0
18695,GABINETE DR. EDUARDO BENEDITO DE OLIVEIRA ZANELLA,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,41,2448.853658536585,123.26637355050345,3,3,0,0
18696,GABINETE DR. FABIO ALLEGRETTI COOPER,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,39,2161.7179487179487,1027.8001133182167,3,3,9,0
18697,GABINETE DR. FABIO GRASSELLI,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,39,2458.153846153846,1547.4816764132556,3,3,17,0
18698,GABINETE DR. FERNANDO DA SILVA BORGES,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,40,2234.725,1300.3402924307375,3,3,12,0
18701,GABINETE DR. FRANCISCO ALBERTO DA MOTTA PEIXOTO GIORDANI,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,38,2415.868421052632,280.16808661655057,3,3,0,0
18702,GABINETE DR. GERSON LACERDA PISTORI,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,42,2426.214285714286,361.0040741013604,3,3,0,0
18703,GABINETE DR. HELCIO DANTAS LOBO JÚNIOR,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,32,2631.78125,162.24056636574304,3,3,0,0
18704,GABINETE DR. HENRIQUE DAMIANO,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,0.0,-22.906412,-47.057964,0,1,3883.0,70.6,3,3,0,0
18706,GABINETE DR. JOAO ALBERTO ALVES MACHADO,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,40,2430.325,737.4513997113997,3,3,5,0
18707,GABINETE DR. JOÃO BATISTA MARTINS CESAR,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,27,2384.222222222222,447.150413197907,3,3,2,0
18708,GABINETE DR. JOSE OTAVIO DE SOUZA FERREIRA,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,32,2405.25,96.46494258473972,3,3,0,0
18710,GABINETE DR. LORIVAL FERREIRA DOS SANTOS,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,38,2147.315789473684,967.5147298873779,3,3,6,0
18711,GABINETE DR. LUIZ ANTONIO LAZARIM,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,38,2294.7894736842104,391.2468405892242,3,3,0,0
18712,GABINETE DR. LUIZ FELIPE PAIM DA LUZ BRUNO LOBO,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,29,2503.9655172413795,98.22301779416722,3,3,0,0
18714,GABINETE DR. LUIZ ROBERTO NUNES,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,33,2454.242424242424,141.07081010941133,3,3,0,0
18715,GABINETE DR. MANOEL CARLOS TOLEDO FILHO,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,40,2167.275,591.0171536608062,3,3,5,0
18717,GABINETE DR. RICARDO ANTONIO DE PLATO,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,30,2312.5333333333333,145.25794407087386,3,3,0,0
18718,GABINETE DR. RICARDO REGIS LARAIA,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,42,2380.190476190476,1224.4881757108976,3,3,12,0
18719,GABINETE DR. ROBERTO NÓBREGA DE ALMEIDA FILHO,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,40,2483.5,575.3061974883983,3,3,2,0
18720,GABINETE DR. SAMUEL HUGO LIMA,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,40,2541.175,1184.9805533437689,3,3,11,0
18721,GABINETE DR. THOMAS MALM,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,42,2478.928571428572,379.11798065637504,3,3,2,0
18723,GABINETE DR. WILTON BORBA CANICOBA,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,26,2516.076923076923,99.99435832383215,3,3,0,0
18725,GABINETE DRA. ANA PAULA PELLEGRINA LOCKMANN,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,33,2561.151515151515,136.38807663517485,3,3,0,0
18726,GABINETE DRA. ANTONIA REGINA TANCINI PESTANA,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,35,2532.9142857142856,159.6247024400361,3,3,0,0
18727,GABINETE DRA. ELEONORA BORDINI COCA,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,44,2447.090909090909,1090.5777832390586,3,3,11,0
18728,GABINETE DRA. ERODITE RIBEIRO DOS SANTOS DE BIASI,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,39,2467.948717948718,320.35014110064867,3,3,0,0
18730,GABINETE DRA. HELENA ROSA MONACO DA SILVA LINS COELHO,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,37,2275.297297297297,221.59396162743354,3,3,1,0
18731,GABINETE DRA. LUCIANE STOREL DA SILVA,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,40,2459.225,831.0398864636659,3,3,7,0
18733,GABINETE DRA. MARIA INES CORREA DE CERQUEIRA CESAR TARGA,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,38,2330.7368421052633,269.25291352214583,3,3,0,0
18734,GABINETE DRA. MARIA MADALENA DE OLIVEIRA,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,1,3834.0,98.30769230769228,3,3,0,0
18736,GABINETE DRA. OLGA AIDA JOAQUIM GOMIERI,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,36,2674.333333333333,221.16498185248366,3,3,0,0
18737,GABINETE DRA. RITA DE CASSIA PENKAL BERNARDINO DE SOUZA,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,39,2424.794871794872,387.79670147739296,3,3,1,0
18738,GABINETE DRA. SUSANA GRACIELA SANTISO,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,32,2413.375,111.93871057434427,3,3,0,0
18739,GABINETE DRA. TEREZA APARECIDA ASTA GEMIGNANI,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,3,2557.0,61.66822033898305,3,3,0,0
18740,GABINETE DRA. THELMA HELENA MONTEIRO DE TOLEDO VIEIRA,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,38,2508.0,548.4326321979114,3,3,2,0
18751,ORGAO ESPECIAL JUDICIAL,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,190,2321.415789473684,92.80046600914207,3,1,2,0
18752,PRESIDÊNCIA,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,0.0,-22.906412,-47.057964,0,326,1579.3711656441715,656.6932795306262,3,3,91,0
18760,SEÇÃO DE DISSIDIOS COLETIVOS,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,0.0,-22.906412,-47.057964,0,12,2650.9166666666665,86.84133341243414,3,3,0,0
18779,TRIBUNAL PLENO,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,,-22.906412,-47.057964,0,9,1779.666666666667,131.84735650822606,3,3,0,0
18780,VARA DO TRABALHO DE ADAMANTINA,13211.0,GRA1T,30.0,adamantina,SP,3500105.0,Varas Trabalhistas,T,,-21.674385,-51.079434,0,142,750.1549295774647,23.780117775916448,3,1,8,0
18781,VARA DO TRABALHO DE AMPARO,13211.0,GRA1T,203.0,amparo,SP,3501905.0,Varas Trabalhistas,T,,-22.705433,-46.769319,0,137,1235.6496350364964,59.78809941703406,3,1,9,0
18782,VARA DO TRABALHO DE ANDRADINA,13211.0,GRA1T,227.0,andradina,SP,3502101.0,Varas Trabalhistas,T,,-20.887843,-51.371859,0,409,1877.0073349633249,170.46508523664244,1,1,67,0
18783,VARA DO TRABALHO DE APARECIDA,13211.0,GRA1T,265.0,aparecida,SP,3502507.0,Varas Trabalhistas,T,,-22.833488,-45.220566,0,139,1303.5971223021586,45.52835116903341,3,1,10,0
18784,VARA DO TRABALHO DE ARARAS,13211.0,GRA1T,340.0,araras,SP,3503307.0,Varas Trabalhistas,T,,-22.357491,-47.385491,0,200,2009.33,73.05476224697941,3,1,13,0
18785,VARA DO TRABALHO DE ATIBAIA,13211.0,GRA1T,417.0,atibaia,SP,3504107.0,Varas Trabalhistas,T,,-23.112928,-46.549369,0,345,1577.7304347826087,178.7327089646273,3,1,32,0
18786,VARA DO TRABALHO DE AVARÉ,13211.0,GRA1T,434.0,avare,SP,3504503.0,Varas Trabalhistas,T,,-23.109438,-48.917059,0,338,931.9260355029587,26.37937401627449,2,1,15,0
18787,VARA DO TRABALHO DE BARRETOS,13211.0,GRA1T,539.0,barretos,SP,3505500.0,Varas Trabalhistas,T,,-20.572,-48.564449,0,378,1262.7010582010582,183.7081180855503,1,1,20,0
18788,VARA DO TRABALHO DE BATATAIS,13211.0,GRA1T,555.0,batatais,SP,3505906.0,Varas Trabalhistas,T,,-20.895703,-47.590404,0,107,1595.4205607476636,51.04488403323524,3,1,9,0
18789,VARA DO TRABALHO DE BEBEDOURO,13211.0,GRA1T,559.0,bebedouro,SP,3506102.0,Varas Trabalhistas,T,,-20.950792,-48.481213,0,334,1486.991017964072,62.83303265679528,3,1,5,0
18790,VARA DO TRABALHO DE BIRIGUI,13211.0,GRA1T,618.0,birigui,SP,3506508.0,Varas Trabalhistas,T,,-21.305347,-50.358088,0,542,593.330258302583,29.027587751613602,1,1,18,0
18791,VARA DO TRABALHO DE BOTUCATU,13211.0,GRA1T,724.0,botucatu,SP,3507506.0,Varas Trabalhistas,T,,-22.899355,-48.445985,0,716,1377.4762569832403,67.51284425565497,1,1,39,0
18792,VARA DO TRABALHO DE BRAGANÇA PAULISTA,13211.0,GRA1T,732.0,braganca paulista,SP,3507605.0,Varas Trabalhistas,T,,-22.961531,-46.544126,0,314,1852.1656050955414,111.99578676571363,3,1,37,0
18793,VARA DO TRABALHO DE CAÇAPAVA,13211.0,GRA1T,822.0,cacapava,SP,3508504.0,Varas Trabalhistas,T,,-23.099898,-45.707203,0,132,1454.9318181818182,67.65337711269716,1,1,16,0
18794,VARA DO TRABALHO DE CAJURU,13211.0,GRA1T,890.0,cajuru,SP,3509403.0,Varas Trabalhistas,T,,-21.277575,-47.303428,0,64,1388.484375,54.54617367453906,3,1,4,0
18795,VARA DO TRABALHO DE CAMPO LIMPO PAULISTA,13211.0,GRA1T,965.0,campo limpo paulista,SP,3509601.0,Varas Trabalhistas,T,,-23.201451,-46.783739,0,196,2018.8877551020407,161.77887160342055,3,1,15,0
18796,VARA DO TRABALHO DE CAPÃO BONITO,13211.0,GRA1T,1037.0,capao bonito,SP,3510203.0,Varas Trabalhistas,T,,-24.006482,-48.33771,0,120,1368.35,63.61017363739085,3,1,9,0
18797,VARA DO TRABALHO DE CAPIVARI,13211.0,GRA1T,1064.0,capivari,SP,3510401.0,Varas Trabalhistas,T,,-22.995441,-47.506186,0,435,1400.4160919540232,78.36813551248974,3,1,34,0
18798,VARA DO TRABALHO DE CARAGUATATUBA,13211.0,GRA1T,1074.0,caraguatatuba,SP,3510500.0,Varas Trabalhistas,T,,-23.622845,-45.418347,0,131,2122.648854961832,76.57055282703581,3,1,11,0
18799,VARA DO TRABALHO DE CRAVINHOS,13211.0,GRA1T,1428.0,cravinhos,SP,3513108.0,Varas Trabalhistas,T,,-21.339029,-47.72968,0,321,826.0,70.43831325874095,3,1,30,0
18800,VARA DO TRABALHO DE CRUZEIRO,13211.0,GRA1T,1459.0,cruzeiro,SP,3513405.0,Varas Trabalhistas,T,,-22.56508,-44.956742,0,165,1962.5878787878787,69.42112649536391,3,1,16,0
18801,VARA DO TRABALHO DE DRACENA,13211.0,GRA1T,1609.0,dracena,SP,3514403.0,Varas Trabalhistas,T,,-21.49102,-51.530491,0,176,1529.7045454545455,64.34294872152587,3,1,23,0
18802,VARA DO TRABALHO DE FERNANDÓPOLIS,13211.0,GRA1T,1756.0,fernandopolis,SP,3515509.0,Varas Trabalhistas,T,,-20.286482,-50.246228,0,128,1910.3046875,85.68025945578869,3,1,12,0
18803,VARA DO TRABALHO DE GARÇA,13211.0,GRA1T,1861.0,garca,SP,3516705.0,Varas Trabalhistas,T,,-22.212782,-49.653306,0,112,1139.419642857143,59.355431437208516,1,1,5,0
